32	21	0.165353
32	22	0.178995
32	23	0.191464
32	24	0.207190
32	25	0.223706
32	26	0.238639
32	27	0.257000
32	28	0.274339
32	29	0.293943
32	30	0.315876
32	31	0.338308
32	32	0.361958
32	33	0.389221
32	34	0.415746
32	35	0.446363
32	36	0.478335
32	37	0.512028
32	38	0.548286
32	39	0.592191
32	40	0.638089
32	41	0.686462
32	42	0.739791
32	43	0.796367
32	44	0.863770
32	45	0.937946
32	46	1.016463
32	47	1.107681
32	48	1.208343
32	49	1.327376
32	50	1.462322
32	51	1.622200
32	52	1.818900
32	53	2.040770
32	54	2.318299
32	55	2.658385
32	56	3.114023
32	57	3.703035
32	58	4.531433
32	59	5.707250
32	60	7.592971
32	61	10.345008
32	62	13.928596
32	63	17.959147
32	64	22.060472
32	65	26.053372
32	66	29.815258
32	67	33.364181
32	68	37.048677
32	69	40.634591
32	70	44.244753
32	71	47.847818
32	72	51.577179
32	73	55.285471
32	74	59.059369
32	75	63.303454
32	76	67.174100
32	77	72.063885
32	78	76.622313
32	79	81.816276
32	80	87.064593
32	81	92.905349
32	82	100.195080
32	83	108.108862
32	84	117.134243
32	85	126.536299
32	86	139.222936
32	87	153.000713
32	88	168.667098
32	89	189.688671
32	90	212.938177
32	91	246.727415
32	92	286.168216
32	93	335.382553
32	94	402.167109
32	95	475.641861
32	96	631.698634
32	97	854.871086
32	98	1359.923756
32	99	3032.421930

64	21	0.169950
64	22	0.181830
64	23	0.198472
64	24	0.211914
64	25	0.229650
64	26	0.244015
64	27	0.264635
64	28	0.283350
64	29	0.303701
64	30	0.325344
64	31	0.348698
64	32	0.374628
64	33	0.401934
64	34	0.431047
64	35	0.460498
64	36	0.493645
64	37	0.529142
64	38	0.568568
64	39	0.609366
64	40	0.657272
64	41	0.708885
64	42	0.764053
64	43	0.826151
64	44	0.896328
64	45	0.975518
64	46	1.060685
64	47	1.163236
64	48	1.274852
64	49	1.403640
64	50	1.557757
64	51	1.742526
64	52	1.966323
64	53	2.232716
64	54	2.564152
64	55	3.019275
64	56	3.625004
64	57	4.532346
64	58	5.987341
64	59	8.646219
64	60	14.045987
64	61	23.080464
64	62	33.498790
64	63	41.937954
64	64	49.310691
64	65	56.272066
64	66	62.988069
64	67	69.704648
64	68	76.217498
64	69	83.085491
64	70	90.049719
64	71	96.975445
64	72	103.815126
64	73	111.036596
64	74	118.020165
64	75	125.726648
64	76	133.309908
64	77	141.251105
64	78	148.602677
64	79	160.166633
64	80	166.932069
64	81	182.014864
64	82	191.795728
64	83	208.612539
64	84	223.436221
64	85	237.400272
64	86	260.200837
64	87	280.421850
64	88	322.402718
64	89	351.102755
64	90	400.921850
64	91	456.011583
64	92	522.930633
64	93	610.836393
64	94	728.546805
64	95	917.822016
64	96	1183.074154
64	97	1586.679069
64	98	2454.790554
64	99	5670.637317

128	21	0.172722
128	22	0.186261
128	23	0.199862
128	24	0.214348
128	25	0.232167
128	26	0.249321
128	27	0.267207
128	28	0.287232
128	29	0.307630
128	30	0.329870
128	31	0.352398
128	32	0.377384
128	33	0.406151
128	34	0.434173
128	35	0.464690
128	36	0.499106
128	37	0.536989
128	38	0.574672
128	39	0.619055
128	40	0.669061
128	41	0.720317
128	42	0.779483
128	43	0.840632
128	44	0.913472
128	45	0.993997
128	46	1.083178
128	47	1.184717
128	48	1.297527
128	49	1.444305
128	50	1.609877
128	51	1.805516
128	52	2.041704
128	53	2.344167
128	54	2.734612
128	55	3.249929
128	56	4.004353
128	57	5.215069
128	58	7.372361
128	59	12.636962
128	60	29.882552
128	61	58.513774
128	62	78.153012
128	63	92.002948
128	64	104.301832
128	65	116.442577
128	66	129.298327
128	67	141.178835
128	68	153.875267
128	69	167.040812
128	70	180.567410
128	71	194.035447
128	72	207.459603
128	73	221.054070
128	74	235.919457
128	75	250.734986
128	76	265.167064
128	77	279.009317
128	78	297.375832
128	79	313.866172
128	80	329.141640
128	81	354.091644
128	82	372.768624
128	83	405.711499
128	84	435.098410
128	85	465.538500
128	86	509.612612
128	87	554.830436
128	88	607.600004
128	89	674.593918
128	90	755.300862
128	91	850.387246
128	92	969.814477
128	93	1130.519967
128	94	1353.863877
128	95	1679.133371
128	96	2145.516396
128	97	2891.273016
128	98	4582.215788
128	99	10427.155187

256	21	0.173620
256	22	0.186657
256	23	0.201388
256	24	0.216950
256	25	0.232077
256	26	0.251451
256	27	0.267912
256	28	0.289853
256	29	0.308358
256	30	0.327930
256	31	0.357980
256	32	0.382959
256	33	0.407602
256	34	0.437794
256	35	0.469390
256	36	0.502705
256	37	0.541818
256	38	0.581889
256	39	0.628101
256	40	0.674257
256	41	0.728812
256	42	0.788245
256	43	0.854732
256	44	0.926481
256	45	1.012616
256	46	1.100669
256	47	1.206131
256	48	1.326713
256	49	1.471115
256	50	1.641839
256	51	1.844989
256	52	2.091787
256	53	2.408269
256	54	2.803949
256	55	3.386442
256	56	4.235717
256	57	5.597747
256	58	8.452375
256	59	18.169460
256	60	73.349327
256	61	136.060552
256	62	171.030110
256	63	194.357557
256	64	217.996622
256	65	238.813530
256	66	261.945538
256	67	284.513408
256	68	308.938200
256	69	334.483007
256	70	360.535098
256	71	386.529084
256	72	414.643214
256	73	442.552095
256	74	468.538619
256	75	496.701278
256	76	521.842106
256	77	554.869996
256	78	585.776181
256	79	611.174667
256	80	654.950010
256	81	683.874617
256	82	739.146310
256	83	789.892897
256	84	848.705870
256	85	905.326626
256	86	986.705344
256	87	1067.300659
256	88	1171.048091
256	89	1269.634674
256	90	1440.378338
256	91	1601.200300
256	92	1824.032676
256	93	2114.890926
256	94	2497.014032
256	95	3084.938317
256	96	3976.619919
256	97	5556.436292
256	98	8601.002061
256	99	18351.179092

512	21	0.171850
512	22	0.185872
512	23	0.200049
512	24	0.214715
512	25	0.228844
512	26	0.249914
512	27	0.268358
512	28	0.286267
512	29	0.306971
512	30	0.328366
512	31	0.352079
512	32	0.378325
512	33	0.406439
512	34	0.437850
512	35	0.470534
512	36	0.506077
512	37	0.543968
512	38	0.585442
512	39	0.630912
512	40	0.676840
512	41	0.729739
512	42	0.791739
512	43	0.860551
512	44	0.938809
512	45	1.017489
512	46	1.106074
512	47	1.220287
512	48	1.337033
512	49	1.491651
512	50	1.659509
512	51	1.862344
512	52	2.112835
512	53	2.435896
512	54	2.852153
512	55	3.455291
512	56	4.339295
512	57	5.829373
512	58	9.206625
512	59	27.316613
512	60	177.157902
512	61	309.091728
512	62	360.984645
512	63	403.421109
512	64	445.750484
512	65	486.252938
512	66	526.957075
512	67	573.836570
512	68	620.629807
512	69	667.635104
512	70	716.736758
512	71	767.495438
512	72	821.841083
512	73	875.566040
512	74	928.273473
512	75	982.190189
512	76	1037.441736
512	77	1089.709478
512	78	1143.229084
512	79	1206.223722
512	80	1292.659258
512	81	1368.083810
512	82	1420.520916
512	83	1510.924974
512	84	1612.186429
512	85	1723.605653
512	86	1861.295476
512	87	2010.136751
512	88	2260.817064
512	89	2484.142859
512	90	2746.604353
512	91	3065.053977
512	92	3467.015847
512	93	3976.478266
512	94	4687.844558
512	95	5633.473331
512	96	7368.123425
512	97	10104.614064
512	98	14931.167903
512	99	

1024	21	0.172875
1024	22	0.187296
1024	23	0.201332
1024	24	0.218439
1024	25	0.234255
1024	26	0.251317
1024	27	0.268913
1024	28	0.286348
1024	29	0.308820
1024	30	0.329560
1024	31	0.353910
1024	32	0.379956
1024	33	0.410249
1024	34	0.440708
1024	35	0.470279
1024	36	0.505251
1024	37	0.544571
1024	38	0.586623
1024	39	0.632438
1024	40	0.680650
1024	41	0.736677
1024	42	0.796700
1024	43	0.861485
1024	44	0.933060
1024	45	1.013656
1024	46	1.113140
1024	47	1.209621
1024	48	1.340577
1024	49	1.481081
1024	50	1.669557
1024	51	1.864714
1024	52	2.121527
1024	53	2.460254
1024	54	2.888607
1024	55	3.494188
1024	56	4.400224
1024	57	5.965110
1024	58	9.623422
1024	59	47.256572
1024	60	405.014059
1024	61	678.515009
1024	62	798.586215
1024	63	836.941216
1024	64	917.923376
1024	65	986.245042
1024	66	1082.104827
1024	67	1159.189354
1024	68	1243.276125
1024	69	1352.497433
1024	70	1437.999664
1024	71	1529.506387
1024	72	1657.657285
1024	73	1767.978242
1024	74	1842.096049
1024	75	1942.694339
1024	76	2102.361259
1024	77	2152.607181
1024	78	2333.332448
1024	79	2452.638653
1024	80	2583.166226
1024	81	2727.550429
1024	82	2890.098401
1024	83	3072.281411
1024	84	3270.390388
1024	85	3511.408268
1024	86	3774.271966
1024	87	4078.623466
1024	88	4438.320380
1024	89	4853.933289
1024	90	5339.767913
1024	91	5937.616115
1024	92	6651.978185
1024	93	7676.641479
1024	94	9073.787479
1024	95	10835.257722
1024	96	13808.197973
1024	97	18177.013569
1024	98	26718.168274
1024	99	

2048	21	0.173693
2048	22	0.187687
2048	23	0.201143
2048	24	0.218296
2048	25	0.234165
2048	26	0.250097
2048	27	0.270731
2048	28	0.286419
2048	29	0.307004
2048	30	0.333415
2048	31	0.354006
2048	32	0.381200
2048	33	0.408229
2048	34	0.436208
2048	35	0.472248
2048	36	0.506016
2048	37	0.545585
2048	38	0.585748
2048	39	0.630014
2048	40	0.676930
2048	41	0.730359
2048	42	0.793484
2048	43	0.860082
2048	44	0.935882
2048	45	1.018417
2048	46	1.111621
2048	47	1.220084
2048	48	1.347256
2048	49	1.488936
2048	50	1.671081
2048	51	1.877996
2048	52	2.142319
2048	53	2.469481
2048	54	2.914412
2048	55	3.519287
2048	56	4.489921
2048	57	6.042893
2048	58	9.883208
2048	59	113.100104
2048	60	907.744963
2048	61	1437.100131
2048	62	1598.524125
2048	63	1713.118015
2048	64	1860.457147
2048	65	2014.901201
2048	66	2173.722512
2048	67	2337.145032
2048	68	2480.113324
2048	69	2703.700901
2048	70	2903.004325
2048	71	3096.187450
2048	72	3304.213635
2048	73	3510.097056
2048	74	3734.862076
2048	75	3946.574391
2048	76	4165.265577
2048	77	4378.206979
2048	78	4600.860607
2048	79	4826.618542
2048	80	5091.912860
2048	81	5364.387575
2048	82	5681.636618
2048	83	6013.023315
2048	84	6401.127024
2048	85	6826.990489
2048	86	7321.681829
2048	87	7873.619411
2048	88	8520.309258
2048	89	9253.907438
2048	90	10123.752819
2048	91	11320.805213
2048	92	12899.970807
2048	93	14917.158404
2048	94	17280.945892
2048	95	20515.090082
2048	96	25505.327582
2048	97	
2048	98	
2048	99	

4096	21	0.175128
4096	22	0.188849
4096	23	0.204430
4096	24	0.219146
4096	25	0.234764
